audio_file,text,language,speaker,source_file,gender,source_type
007284.wav,"You have crossed the Arabian Desert, the first stage of the long journey to the walls of Babylon.",en,LJSpeech_single_speaker,LJ028-0025.wav,,real
009121.wav,उन्होंने कहा कि स्वां नदी के तटीकरण के बाद कई सौ हेक्टेयर भूमि पुनः प्राप्त हुई है।,hi,unknown,sample_9192,,real
020472.wav,"योगी ने जनधन योजना, उज्ज्वला योजना और किसान सम्मान योजना की भी उपलब्धियां गिनाईं",hi,unknown,sample_20627,,real
017964.wav,सहभोजिता यह ऐसी पारस्परिक क्रिया है जिसमें एक जाति को लाभ होता है और दूसरी को न हानि न लाभ होता है|,hi,unknown,sample_18097,,real
001386.wav,"The use of tobacco, hitherto pretty generally indulged in both by men and women,",en,LJSpeech_single_speaker,LJ005-0267.wav,,real
001657.wav,इस त्योहार में ब्रह्मांड के आकार वाले अखरोट का बहुत महत्व होता है,hi,unknown,sample_1667,,real
006783.wav,उपरोक्त सभी कारणों के कारण साओ पाउलो में मानवीय अधिवास केंद्रित हो गए हैं. आकृति {७.३}{सात दशमलव तीन} देखो|,hi,unknown,sample_6830,,real
008476.wav,"भरल्या घरात, भरल्या गोकुळात ती पडली होती.",mr,unknown,,male,real
000917.wav,"पंचतत्त्वात तमोगुण वाढला आहे, म्हणजे पंचतत्त्व क्षीण झाले आहे.",mr,unknown,,female,real
020256.wav,"बहुत ऊँचाई पर उड़ने वाला बड़े आकार का कोंडोर पक्षी, विभिन्न प्रकार के तोते, मकाऊ, राजहंस आदि पक्षियों की प्रजातियाँ पाई जाती हैं|",hi,unknown,sample_20409,,real
000525.wav,इसका विश्लेषण करना मार्क्सवादी इतिहास लेखन का महत्त्वपूर्ण सूत्र था ।,hi,unknown,sample_528,,real
013708.wav,गौरतलब है कि प्रदेश के शिया वक्फ बोर्ड और सुन्नी वक्फ बोर्ड पर वक्फ सम्पत्तियों की बंदरबांट के गम्भीर आरोप लगे हैं।,hi,unknown,sample_13813,,real
000897.wav,"In 1814 a bill was brought in to insist upon the appointment of chaplains in jails, and when this had passed into law,",en,LJSpeech_single_speaker,LJ004-0026.wav,,real
001291.wav,ज्या समाजाच्या जिवावर आजवर तुम्ही जगलात त्याला या जुलुमजबरदस्तीतून मुक्त करण्यासाठी काहीतरी प्रयत्न करणं हे तुमचं कर्तव्य नाही का.,mr,unknown,,female,real
